text,created_at
Sangat tidak sepadan dengan biaya pendidikan yang negara keluarkan untuk menjadikannya TNI kalau akhirnya hanya untuk ngurusin MBG. Gak nyambung. ,Sun Feb 09 04:48:39 +0000 2025
@sannorenji Sumpah bener bener hah pas aku dengerin mereka padahal sebelumnya ngeluh soal dana yg kepotong gara gara MBG itu tapi terus ngomong kek gitu???,Sun Feb 09 04:47:02 +0000 2025
Kolaborasi Untuk Masa Depan Melalui MBG ,Sun Feb 09 04:46:23 +0000 2025
Program MBG Bagi Anak Papua Wujudkan Ketahanan Pangan ,Sun Feb 09 04:46:14 +0000 2025
Pemkab lebak siap laksanakan MBG sesuai arahan ,Sun Feb 09 04:45:48 +0000 2025
@txtdaritng Mending MBG kau hapuss pak ganti dgn pembangunan infrastruktur sekolah/pusat kesehatan lengkapi fasilitas yg kami butuhkan sbg tenaga pendidik dan kesehatan,Sun Feb 09 04:44:52 +0000 2025
@vyeimo83 Ini MBG kah? Soalnya saya follow ig merawatpapua dibilang selama ini mereka mengandalkan donasi rakyat aja untuk di sana. Pemerintah bahkan ga tau ada anak2 yg butuh bantuan Pemerintah.,Sun Feb 09 04:44:36 +0000 2025
Polsek Ambulu Polres Jember dukung dan sukeskan program ketahanan pangan #MBG #AstaCita #polripresisi ,Sun Feb 09 04:18:54 +0000 2025
@Itoonk1 Polres Pasuruan Kota tetapkan 4 tersangka kasus penipuan program MBG yg ngaku punya jaringan di BGN Senin (3/2/2025) TSK : MH (50) Gadingrejo MB (48) Warungdowo Pohjentrek AI (62) Bajangan Gondangwetan HI (55) - HP (55) warga Jl Haji Ung Kemayoran Jakpus  ,Sun Feb 09 04:18:50 +0000 2025
@RonaJateng5 TAMBAH RP100 T PROGRAM MBG AKAN CIPTAKAN EFEK LUAR BIASA. #makanbergizigratis #nawacita #makanbergizi ,Sun Feb 09 04:18:46 +0000 2025
Pemkab Lebak siap laksanakan MBG sesuai arahan ,Sun Feb 09 04:18:39 +0000 2025
@WidasSatyo Menurut ku MBG ini janji yg nggk perlu ditepati. Kalau ditepati bakalan tambah rusak se Indonesia. Kita maklumi saja pak @prabowo mengingkari janjinya demi keselamatan bangsa,Sun Feb 09 04:18:24 +0000 2025
Masih ngomong politik riang gembira lebih masuk akal buat orang2 yang capek abis pulang kerja? Masih tetep oke gas &amp; gemoy2? Masih ngomong MBG lebih penting drpd tingkat kesehatan warganya? Pilih presiden kaya biar gak korup? Aksesibilitas gak dibangun gede2in efisiensi,Sun Feb 09 04:17:52 +0000 2025
@BANGSAygSUJUD @prabowo @99propaganda @Alie_Fahnoor @are_inismyname @bitCarli77 @florieliciouss @gtobing2903 @HASBALL18439385 @hasanudinsajid @Ndons_Back @Kimberley_PS08 ileng prab 800T jatuh tempo tahun ini. kalo bisa semua tunjangan di instansi manapun dihapus saja buat bayar utang negara ketimbang ngorbanin janji MBG = Miskin Banyak Gaya,Sun Feb 09 04:16:31 +0000 2025
Dalam upaya meningkatkan kesejahteraan dan kesehatan anak-anak Indonesia program Makan Bergizi Gratis (MBG) terus digalakkan di berbagai sekolah. Program ini bertujuan untuk memastikan bahwa setiap anak mendapatkan asupan gizi yang cukup ,Sun Feb 09 04:15:03 +0000 2025
@quluquluqulu44 @sugondese6666 BISA TUNJUKKAN UU YG MENYATAKAN LEMBAGA EKSEKUTIF BERWENANG MENGATUR ANGGARAN LEMBAGA LEGISLATIF? Bak potong anggaran kementrian atur MBG dll? Kalau lu mau potong anggaran @DPR_RI MANA NYINYIRMU UNTUK DPR POTONG ANGGARAN NYA? GUOBLOKKK OTAKMU DIPAKE GAK SIH? GUOBLOKKK,Sun Feb 09 04:11:20 +0000 2025
@Schultzz07 @txtdaritng Statement dr mana MBG sebagian pakai duit pribadi? Ga ada beritanya. Yakin statement resmi atau cuman spekulasi? Butuh fakta drpd omon-omon,Sun Feb 09 04:08:44 +0000 2025
serta akuntabilitas sesuai dengan konsep good governance. MBG udah jelas ga memenuhi prinsip good governance. Dalam pemahaman gw PelPub bukan sekedar memberikan sesuatu untuk masyarakat. Melainkan memberikan sesuatu sesuai dengan prinsip good governance ,Sun Feb 09 04:08:32 +0000 2025
Kalo argumen pemerintah MBG adalah bentuk Pelayanan Publik itu salah banget. Pelayanan publik itu adalah upaya pemerintah memberikan pelayanan kepada masyarakat baik dalam bentuk jasa maupun administrasi dengan mengedepankan prinsip efektivitas efisiensi transparansi ,Sun Feb 09 04:08:31 +0000 2025
@myungjte Mbg tuh apaan?,Sun Feb 09 04:07:45 +0000 2025
@Franken_blues Kok nyalahke Ganjar dan pendukungnya. Belum jadi presiden ya tidak tau detail duit negara gimana. Ternyata sama junjunganmu kan hasil hutang semua. Prabowo kena prank pusing bayar cicilannya. Mau narik MBG sudah terlanjur janji,Sun Feb 09 04:07:13 +0000 2025
@BANGSAygSUJUD @n_pamuji @prabowo @99propaganda @Alie_Fahnoor @are_inismyname @bitCarli77 @florieliciouss @gtobing2903 @HASBALL18439385 @hasanudinsajid @Ndons_Back @Kimberley_PS08 Ya naikin anggaran terus dapat anggarannya dari mana? Hutang udah banyak belum lagi program MBG yg butuh dana banyak apa cekik rakyat lewat kenaikan pajak lagi,Sun Feb 09 04:05:04 +0000 2025
Pemerintah Kabupaten (Pemkab) Lebak memastikan kesiapan anggaran untuk program MBG sesuai dengan arahan Pemerintah Provinsi (Pemprov) Banten dalam evaluasi RAPBD 2025. ,Sun Feb 09 03:59:59 +0000 2025
@CNNIndonesia Daripada memangkas anggaran untuk pendidikan &amp; kesehatan alangkah baiknya kebijakan MBG segera di evaluasi untuk dialihkan kepada masyarakat yg lebih berhak.,Sun Feb 09 03:56:13 +0000 2025
Seengganya anies ga bakal maksain program mbg,Sun Feb 09 03:56:05 +0000 2025
@YoYoAyo17845 @sugondese6666 Kok DPR ga di potong Kok kementrian ga guna ga dipotonb MBG ? Oh yang banyak vendor ga di bayar ya Padahal seharusnya DPR itu jga bertanggung jawab dan harus kena efisiensi juga BLOKKK,Sun Feb 09 03:55:19 +0000 2025
@Chuuko_nomi Gua sebenarnya 03 bukan 01 alasan gua gak milih 02 : GIBRAN UDAH JELAS NABRAK KONSTITUSI JADI GUA UDAH HAPUS DARI LIST PEMILIHAN GUA WOWO gak punya pengalaman jadi kepala daerah MBG KEBANYAKAN GIMICK DAN JOGET ,Sun Feb 09 03:53:10 +0000 2025
@ifyouweremee @jaboba @txtdaritng MBG boleh jalan asal realistis. Indo beda ama US atau negara lain. Di sini makanan dan kebiasaan makan beragam Harusnya 5 tahun awal itu prototyping/riset biar tau harus kek mana. Utamakan riset2 di wilayah 3T Ya itupun kalo mau hilangin gengsi dia krn dampaknya gk lgsg kerasa,Sun Feb 09 03:51:44 +0000 2025
Infrastruktur di setiap daerah masih bosok ga merata pembangunannya lapangan pekerjaan sempit kualitas pendidikan ecek² kok malah dana apbn dilimpahkan utk efisiensi MBG ( negeri komedi ),Sun Feb 09 03:50:58 +0000 2025
Lagi rewatch Thanos jadi inget beliau yang mgk punya konsep sama yaitu menyelamatkan separuh populasi dengan membunuh setengah populasi yang lain ... TenagaHonorer untuk MBG ,Sun Feb 09 03:50:50 +0000 2025
@quluquluqulu44 @sugondese6666 Selama ini khan banyak yg KORUP di masing2 instansi. Jadi anggaran dipotong biar bare bone lebih SULIT korupsi GUOBLOKKK. Duit pajak rakyat disalurkan kembali ke rakyat lewat MBG GUOBLOKKK,Sun Feb 09 03:50:39 +0000 2025
MBG sdh jelas mendongkrak popularitas. Tidak ada yg misterius dgn program ini.,Sun Feb 09 03:50:18 +0000 2025
Program MBG (Makan Bergizi Gratis) mulai terlihat hasilnya siswa terlihat tumbuh sehat &amp; segar ,Sun Feb 09 03:49:23 +0000 2025
@Mythicalforest TBF sebnernya di daerah2 lain yang ngawal MBG juga TNI sih ga cuma di Papua,Sun Feb 09 03:47:41 +0000 2025
Mau marah bgt kalo inget anggaran2 yg gede dipangkas bukannya dibuat utk hal2 lebih penting malah buat MBG ,Sun Feb 09 03:45:01 +0000 2025
@txtdaritng gara gara mbg elah program baru jadi nyusahin,Sun Feb 09 03:44:53 +0000 2025
Presiden sebelumnya berambisi memindahkan Ibu Kota Presiden skrg ambisinya di MBG which is impact nya memberhentikan proyek ambisi presiden sebelumnya guna efisiensi dana klo setiap pemimpin punya ambisinya masing² sesuai egonya gua pastiin 2045 bonus demografi Indonesia Cemas.,Sun Feb 09 03:44:28 +0000 2025
Mendukung pembangunan Papua melalui program Makan Bergizi Gratis #MBG #MakanBergiziGratis #MakanBergiziUntukIndonesi #AnakSehatBangsaHebat #GiziGratisUntukNegeri #EkonomiMaju #IndonesiaEmas2045 ,Sun Feb 09 03:43:52 +0000 2025
Cannot agree more. Ketimbang MBG lebih masuk akal berantas akar masalah gizi dan tingkatkan kualitas layanan KIA. Pahami dulu prinsip penanganan masalahnya mesti gmna. Monev mesti berfungsi dengan baik dan TRANSPARAN.,Sun Feb 09 03:43:50 +0000 2025
MBG Untuk semua anak Indonesia. ,Sun Feb 09 03:39:48 +0000 2025
@mosellshocker @saccharinnes @asalotauyade Lah masih berkutat fosas fasis. Emg pndkung 02 gak ada yg fasis ada loh yg smpe mau nembak anies Yg paling realistis beresin kebusukan jokowi? Faktanya malah nerusin mentri titipan jkw masih lanjut bnyak kebijakan blunder bhkan MBG itu jelas bilang terinspirasi anies ,Sun Feb 09 02:43:30 +0000 2025
Kebijakan efisiensi angggaran ini saya rasa tidak akan lama.... Setelah kinerja ASN merosot dan pengusaha hotel teriak pasti akan dilepas lagi... Sekarang skrg itung2an utk MBG ... Harusnya MBG hanya utk SD dan sekolah daerah miskin... @prabowo @Gerindra ,Sun Feb 09 02:38:34 +0000 2025
Wallahi we're doomed. Bisa2nya Menteri Keuangan ga dilibatkan dlm memutuskan pemotongan anggaran K/L (cuma diminta ttd aja). Semua itu cuma buat ngasih mkn egonya @prabowo yg maksain MBG pdhl negara lg bokek krn utang peninggalan @jokowi yg nympe 800 T! ,Sun Feb 09 02:38:14 +0000 2025
@juliasdinj58213 @KangManto123 mo makan dari MBG juga ,Sun Feb 09 02:37:48 +0000 2025
Alokasi belanja POLRI APBN 2025: Rp126 62 triliun. Porsinya 10 91% dari belanja seluruh K/L (100 unit organisasi). Jika alokasi tidak dikurangi (seperti informasi yang kini beredar) dan total belanja K/L berkurang (meski sebagian dialokasi ke MBG dll) maka porsinya meningkat. ,Sun Feb 09 02:35:45 +0000 2025
@tham878 Asetnya sekarang bisa buat bayar utang ??? Biar Pak Prabowo gak kebingungan cari2 anggaran buat program MBG ... @prabowo @Gerindra @jokowi,Sun Feb 09 02:33:12 +0000 2025
@Dndy5rjtn @kegblgnunfaedh untuk MBG saya mendukung penuh.. cuma rasanya blm saatnya aja dijalankan saat ini disaat ekonomi negara lg jelek.. minimal benahi dulu ekonominya,Sun Feb 09 02:32:05 +0000 2025
ga sebesar itu kau blg. cari tau dulu brp yang dipangkas karna mbg dan efek dominonya kemana ahshshshs.,Sun Feb 09 02:23:04 +0000 2025
this! potongnya kenapa kalo efisiensi belanja yang ga perlu mah oke2 aja... tapi klo cuma buat biayain MBG mah ga waras,Sun Feb 09 02:20:43 +0000 2025
@PNS_Garis_Lucu @prabowo Usul pak gimana kalo MBG nya balik ke jaman berburu dan meramu,Sun Feb 09 02:19:30 +0000 2025
@Werkudara101 @tanyarlfes Ya bener tp jadi berkali kali kali kali lipat lebih besar bebannya karena MBG dipaksa ttp berjalan.,Sun Feb 09 02:13:11 +0000 2025
@Adiprayitno_20 Effisiensi boleh² saja tapi jgn keterlaluan sekali justru utk pendidikan sbg investasi anak² malah dikorbankan walau amanat UUD dipenuhi jgn terlalu fokus kpd MBG. Gaya hedon pejabat² itu yg fasilitasnya hrs dikurangi pak Adi. KSKS = Koreksi Saya Kalau Salah,Sun Feb 09 02:12:19 +0000 2025
Program MBG Makan Bergizi Gratis mulai terlihat hasilnya siswa terlihat tumbuh sehat dan segar Lanjuut @SantorinisSun @Amotsky ,Sun Feb 09 02:10:04 +0000 2025
Kebijakan yg paradox dan anomali gembar gembor menghemat tpi justru membentuk kabinet besar dan pangkas anggaran disegala sektor hanya untuk memenuhi satu sektor MBG,Sun Feb 09 02:07:06 +0000 2025
@txttransportasi @bgaaalz ya karena mbg itu proyek mercusuar. ketika boss bertitah semua sekolah harus dapat mbg semua sekolah besar kecil miskin kaya harus dapat whatever it takes.,Sun Feb 09 02:06:42 +0000 2025
@tempodotco Usul satu lagi batalion MBG ,Sun Feb 09 02:05:53 +0000 2025
@txttransportasi MBG = proyek mercusuar.,Sun Feb 09 02:04:52 +0000 2025
@Susah_ih @AfifAfive @Schultzz07 @txtdaritng Saya ga akan ngamuk klo MBG batal sebagai oramg tua bertanggung jawab kasih makan dan pendifikan yg baik ke anak. Ini tanggung jawab orang tua.,Sun Feb 09 02:01:38 +0000 2025
upaya mendukung pemenuhan gizi bagi Ibu Hamil Balita dan Balita Stunting Polres Kepulauan Tanimbar bersama Bhayangkari Pengurus Cabang Kepulauan Tanimbar menggelar Posyandu serta berikan Makanan Bergizi Gratis (MBG). #kapolreskepulauantanimbar #divisihumaspolri ,Sun Feb 09 02:01:22 +0000 2025
Saat yang Tepat Bagi Prabowo Fokus MBG dan Setop IKN ,Sun Feb 09 02:01:16 +0000 2025
@AdindaZahrany07 Salqh satu sebab selain MBG dan kabinet gemuk,Sun Feb 09 02:00:32 +0000 2025
@JovialdaLopez Lah proyek MBG aja asbun... Lagian sejak kapan omongan pejabat pemerintah bisa dipercaya?,Sun Feb 09 02:00:18 +0000 2025
program mbg buat rakyat tapi rakyat lagi yang kena imbasnya mending lu potong gaji pejabat,Sun Feb 09 01:58:14 +0000 2025
@rumahliterasii Kata gua mah daripada MBG apalah itu mending pemrenta subsidi buku,Sun Feb 09 01:57:07 +0000 2025
mau dipake apasih duitnya??? lu jawab buat mbg gue tonjok,Sun Feb 09 01:53:41 +0000 2025
@Werkudara101 @tanyarlfes Bahkan buat TA 2026 kenapa harus MBG prioritas utama? Berarti MBG kepakai anggaran nya tergolong besar donk? Kenapa ga di hilangin aja program MBG buat efisiensi anggaran dan ubah pendidikan jadi prioritas utama? ,Sun Feb 09 01:47:40 +0000 2025
Penolakan terhadap MBG oleh OPM bukanlah perjuangan untuk rakyat Papua melainkan upaya untuk mempertahankan keterbelakangan. Jika mereka benar-benar peduli pada rakyat Papua mereka seharusnya mendukung program ini bukan malah menyebarkan kebohongan! Sambo Dibakar Sabotase ,Sun Feb 09 01:47:28 +0000 2025
@txtdaritng Anggaran MBG hapus aja gak guna sama anggaran untuk rencana² menteri gak jelas gausah dikasih bisa gak? Pekok,Sun Feb 09 01:46:09 +0000 2025
Kepala Staf TNI Angkatan Darat (KSAD) Jenderal TNI Maruli Simanjuntak menyebutkan pembangunan dapur sehat untuk mendukung program makan bergizi gratis (MBG) di Indonesia sudah mencapai hampir 300 unit. ,Sun Feb 09 01:41:39 +0000 2025
@meutiafaradilla Ini kena kemana2 efek maksain MBG kah?,Sun Feb 09 00:38:03 +0000 2025
ya Allah sedih banget. demi makan siang gratis semua kena imbasnya. please don't give us makan siang gratis. jujur aja sebetulnya pemerintah juga belum siap buat program ini kan? coba dilihat dulu mana yang paling penting? pendidikan kesehatan lapangan pekerjaan atau MBG?,Sun Feb 09 00:36:45 +0000 2025
Ini 10k lho @ MBG ,Sun Feb 09 00:34:28 +0000 2025
@ardisatriawan Anggaran Kemendikti saja dipotong 22 54 T. Itu sudah pasti mengurangi anggaran untuk KIPK. Jangan sampai edukasi dan motivasi yang kami berikan pada anak didik kami tentang pendidikan tinggi dengan skema KIPK pupus begitu saja hanya karena efisiensi anggaran untuk program MBG.,Sun Feb 09 00:33:44 +0000 2025
@ardisatriawan Kan MBG mencakup ke 2 nya makannya kan di sekolah jadi berpendidikan karena makan jadi sehat .....,Sun Feb 09 00:31:19 +0000 2025
@prabowo Atau bapak @prabowo masih ttp keukeuh dgn program ini? contoh lah si anies waktu menjabat gubernur DKJ yg mana program maksi nya menyerahkan dana ke orangtuanya langsung yg gak mungkin u/di korup. Adik bapak sendiri bilang loh bahwa program MBG ini mencontoh programnya si anies.,Sun Feb 09 00:30:30 +0000 2025
lah dh tau banyak utang kenapa masih kekeuh buat jalanin MBG? kocak,Sun Feb 09 00:28:12 +0000 2025
@prabowo Apakah tidak lebih baik dana program ini di alihkan misal ke peningkatan mutu pendidikan merehabilitasi bangunan² sekolahan atau memperbaiki infrastruktur² jalan. Bila alasan bapak mencontoh negara luar ingat pak negara luar itu menu program MBG nya luar biasa mewah,Sun Feb 09 00:26:17 +0000 2025
@WidasSatyo ya tetep aja biang keroknya mbg,Sun Feb 09 00:25:35 +0000 2025
@txtdaritng gara2 mbg smua aspek kena dampak kontolll asli,Sun Feb 09 00:24:56 +0000 2025
@WidasSatyo Apaan dah 1. Utang membengkak 2. Penambahan kementerian wamen ada stafsus pula 3. Mbg 4. Buat cover ikn Lu nanggepinnya gimana,Sun Feb 09 00:23:48 +0000 2025
@masmassbiasa__ @kuromigendut ngapain ngerangkul bajer mereka parra elit pemerintahan politisi ya maki2 aja yg dirangkul akar rumput sama bocah2 sekola yg kebrainwash gegara MBG tuh,Sun Feb 09 00:20:36 +0000 2025
@Outstandjing @Outstandjing bukan ngegunjing USAID sih tpi memang masa Nasionalisme di Amerika sih. USAID apes aja Pemerintahan sekarang lebih agresif efisiensi anggaran dan bedanya kalau sini karena MBG/Utang kalau disana pada koar2 Efisiensi anggaran rakyatnya.,Sun Feb 09 00:19:13 +0000 2025
@V3g3L @prabowo MBG adalah pembodohan yang didewa-dewakan,Sun Feb 09 00:16:53 +0000 2025
@prabowo Bapak @prabowo punten bertanya terkait program MBG sebelum program ini berjalan apakah ada kasus besar yg menimpa murid² sekolah misal kelaparan atau mati krn gak makan? klo gak ada kasus ngapain program ini dipaksain? ANULIR aja program ini pak alihkan biayanya ke yg lain,Sun Feb 09 00:16:29 +0000 2025
@Widyawa64704930 @prabowo MBG adalah pembodohan,Sun Feb 09 00:16:19 +0000 2025
@CNNIndonesia Utama MBG pendidikan kesehatan jangan dipotong ,Sun Feb 09 00:13:37 +0000 2025
@fuzzy3303sf @yyymleh @BudiBukanIntel Ga sih dasarnya 0103 udah gagal dalam berjanji aja. Namanya janji ya pasti yg indah2 dong. Yang dijanjikan 0103 ga semenarik MBG.,Sun Feb 09 00:10:35 +0000 2025
@Werkudara101 @tanyarlfes ttep aja semua masalah ini berasal dari MBG yg kagak jelas jelas itu biang keroknya,Sun Feb 09 00:09:53 +0000 2025
@BattoAjax Akh luu dikit dikit Abah dikit dikit Abah Abah itu sama aja bapak atau ayah Abah sng panggilan sayang pada ayah dan bapak kita. Sesuai realita ajalah keadaan ekonomi kita LG ga baik baik utang numpuk blm lagi buat MBG Buat ini itu.,Sun Feb 09 00:09:46 +0000 2025
@StefanAntonio__ @prabowo Menurutku bukan itu masalahnya tp karena MBG yg awalnya tahun ini bertahap dgn anggaran 76 T. Tapi tiba2 wowo mau lgsg gas jd butuh dana 300an T cuma utk MBG.,Sun Feb 09 00:08:40 +0000 2025
@Bimakasa_Albara @AnggaPutraF Bisnis mandeg ga dapet kredit karna ga berkuasa 20tahun makanya ngotot pengen jdi presiden. Begitu udah jadi sikat sana sini bancak anggaran lewat MBG.,Sun Feb 09 00:08:25 +0000 2025
@blisonny mbg sama ikn ga jelas buzzer tolol,Sun Feb 09 00:04:29 +0000 2025
hapus mbg lah ga usah gengsi kga bakal gw bully lah tu,Sun Feb 09 00:02:08 +0000 2025
ILANGIN MAKAN SIANG GA... KALO GA MAMPU JANGAN BIKIN PROGRAM MBG YAALLAH... ,Sat Feb 08 23:56:52 +0000 2025
@bacottetangga__ Solusinya IKN KERETA CEPAT MBG ?????,Sat Feb 08 23:52:22 +0000 2025
@txtdaritng Misal efisiensi buat MBG lalu apakah dgn MBG dijamin pinter ?? Klo pun jd pinter tp tdk ada lapangan kerja mau pada kemanain? Contohnya Wapres sdh makan siang terjamin tapi tetap goblok .. gmn hayo?,Sat Feb 08 23:52:17 +0000 2025
Pemkab Lebak Siap Laksanakan MBG Sesuai Arahan ,Sat Feb 08 23:51:35 +0000 2025
@txtdaritng Udh lbh baik batalin aja tuh MBG pembantu2 presiden dikurang2in ( pemborosan bgt smp banyak gitu manfaatnya jg ga ada ),Sat Feb 08 23:45:54 +0000 2025
OPM tidak setuju dengan program MBG hal tersebut sudah melanggar HAM. ,Sat Feb 08 23:45:32 +0000 2025
@tanyarlfes Enak aja lu bilang pemotongan anggaran untuk MBG... Pemotongan anggaran untuk bayar hutang jatuh tempo. ,Sat Feb 08 23:39:15 +0000 2025
@prabowo @bang_dasco @Gerindra Ayo pak diambil alih...dijamin anggaran program MBG terpenuhi rakyat bahagia dan sejahtera,Sat Feb 08 23:36:45 +0000 2025
@mazantoadeanto @txtdaritng Prettt gaj punya pilihan lain tpi mbg diadain,Sat Feb 08 23:33:19 +0000 2025
@bacottetangga__ Maaf oot ada yg dari cirebon timur kah? Ditempat kalian sudah dapat MBG?,Sat Feb 08 23:32:30 +0000 2025
MARI DUKUNG PROGRAM PEMERINTAH Makan Bergizi Gratis membantu anak-anak di Papua untuk tumbuh cerdas dan sehat. #MakanBergizi #GiziIndonesia #Makangratis #Gizi #MBG ,Sat Feb 08 23:29:16 +0000 2025
ughh... kalo udah tau banyak warisan utang knp masih ada mbg dan kabinet gemuk dah? 100+ hari menteri kerjanya pada jelek trus reshuffle buang biaya lagi kek gitu aja terus. hadehhh,Sat Feb 08 23:22:38 +0000 2025
@JovialdaLopez Penjarain........ Itu uang udah terbuang sia sia berapa triliun itu kebuang buat menuhin hasrat raja jawa itu banyak masyarakat malah jadi sengsara Dan yang lebih tolol nya lagi itu program mbg entah pemikiran dari mana itu,Sat Feb 08 23:16:17 +0000 2025
@WidasSatyo @sibudipaksoy MBG itu emang sengaja managemen konflik untuk effisiensi ApBN untuk kabinet gemuk itu yaa agar semua pihak terwakili TPI point penting nya Effisiensi ApBN tercapai semua anggaran di potong dan ikn TDK dilanjutkan,Sat Feb 08 23:14:02 +0000 2025
@reze_tolka @txtdaritng Oh gara2 utang mulyon nih? Bukan karna mbg?,Sat Feb 08 23:10:43 +0000 2025
@refaramadhani semua sektor kena imbasnya atas mbg ini sedih bgt ga dipikirin emg sm belio tu,Sat Feb 08 23:09:08 +0000 2025
@Schultzz07 @txtdaritng kalo tau gitu harusnya efisiensi kabinet dulu ini malah kabinet gemuk. Mana maksa program ngasal ladang korup macam MBG.,Sat Feb 08 23:01:19 +0000 2025
@cuisph @itsquaileggs dpr mending dikasih mbg daripada pensiunan. kerja tergantung mood duitnya jor²an,Sat Feb 08 23:01:15 +0000 2025
@FuwaGUNWOOK BUKAN JIR MBG TUH NAMA PROGRAM MAKAN GRATIS ITU.,Sat Feb 08 22:58:04 +0000 2025
diehard support MBG tapi apa dia paham kalo kawan asn lainnya banyak yg bergantung pada gaji ke 13/14 itu?,Sat Feb 08 22:57:36 +0000 2025
@Ary_PrasKe2 @__AnakKolong @Anak__Ogi @AnakKampoeng78 @AntoniusCDN @Jateng_Twit @JhonSitorus_18 @King_PWS_ @infoBMKG @Marbot_Udien @LexMarteg Klu untuk MBG saya dari dulu berharap dibatalkan saja. 1. Karena tidak cukup anggaran nya. 2. Banyak gaduh nya. 3. Ada yang lebih penting utk Pendidikan. 4. Walau itu janji cukup minta maaf karena rakyat akan memaklumi apalagi digunakan utk yg lebih baik. 5. Dll...,Sat Feb 08 22:56:42 +0000 2025
gak lama abis deact ig mbak mbak kemenkeu yg rela kehilangan gaji 13/14 move ke tt guys masih dgn kampanye MBG nya kerja di pemerintah bisa bikin orang se ignorant ini ya. oh ya kemenkeu kan gak kena dampaknya ,Sat Feb 08 22:56:14 +0000 2025
@FuwaJIWOONG BMKG KALI. MBG MAH BEDAK.,Sat Feb 08 22:51:44 +0000 2025
udahan kek nih mbg mbg kayak makanannya beneran bergizi aja,Sat Feb 08 22:51:02 +0000 2025
Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo  menegaskan komitmen Polri untuk berkolaborasi dengan Nahdlatul Ulama (NU) dalam mendukung program makanan bergizi gratis (MBG). @DivHumas_Polri @ShandiNugroho95 @ListyoSigitP #TeladanDalamMelayani ,Sat Feb 08 18:14:18 +0000 2025
@WatchmenID Itu MBG baik nya klo pun mau dilakukan mendingan 2 minggu sekali lah atau seminggu sekali gk melulu tiap hari banyak urusan yg sama² lbh penting harusnya dijadikan prioritas..,Sat Feb 08 18:11:53 +0000 2025
@trefle2coeur Jour bima goor Wakhei dangua saff La Pare si Mbirr yi Khamni Kouni Meune na diot messages gayn Amna Louma metti nk‍️‍️,Sat Feb 08 18:06:05 +0000 2025
@B19HFS Gak cuma buat MBG ,Sat Feb 08 18:04:20 +0000 2025
@txtdaritng Deteksi gempa dan tsunami mending pake menyan sama sesajen aja lebih murah dan tidak membebani APBN Buat sesajen bisa dimanfaatkan sisa dari MBG yg tdk dimakan siswa,Sat Feb 08 18:01:07 +0000 2025
@Werkudara101 @tanyarlfes Ya walau ga sebesar itu toh MBG gak ada dampaknya juga malah banjir kritik Ya mending di buang aja lha budgetnya di alihin buat hal lain,Sat Feb 08 17:55:41 +0000 2025
@mazantoadeanto @txtdaritng semuanya hanya untuk mbg makanya hemat anggaran 306T SM juga kepalang mau mangkas apa lagi akhirnya yg kena pangkas ya itu pendidikan dll bahkan ac aja harus dinyalain setengah loh sementara mlh nambah kementrian baru gaji tunjangan pejabat g dipangkas ASN mlh mau dipangkas,Sat Feb 08 17:51:02 +0000 2025
udah lah wo... batalin aja tu mbg napasi gedein gengsi takut dibilang omon-omon yg rusak satu negara bjinggg yg bener ajalah,Sat Feb 08 17:48:05 +0000 2025
@txtdaritng MBG kan singkatan dari Mau Bubar G?,Sat Feb 08 17:44:55 +0000 2025
@HendiPermana96 @abdimuda_id @ASN_UnderCover @BudiBukanIntel @PNS_Ababil @pejabrut Kalo MBG membebani negara berapa ribu triliun? Sampe anggaran PU dipangkas jauh. Sudah setara US kah infrastruktur kita?,Sat Feb 08 17:44:23 +0000 2025
@kang___L jangan omon omon mulu wo lu dari kemaren ngomul tapi menteri lu kerjanya acak adul hutan lu babat terus anggaran pendidikan lu potong. program MBG lu ngga jelas ngabisin dana doang! demen bgt bikin rakyat kecil sengsara_-,Sat Feb 08 17:41:26 +0000 2025
GUA JADI KEPIKIRAN SAMA WAS2 PAS DAFTAR DI BRNR YANG PROGRAM MBG ITU.. TAKUTNYA DATAKU DI SALAH GUNAKAN *ngebet sih nyari krjaan tmbahan yaelaahh,Sat Feb 08 17:40:05 +0000 2025
Heh ini beneran dipangkas buat mbg doang? Dr kemarin kek hampir semua K/L ngeluarin berita gini,Sat Feb 08 17:40:03 +0000 2025
ga habis thinking kalau bneran anggaran pu/ anggaran kemen lain pantura pada zaman mul mul aja udah jelek kayak gini apalagi ntar kalau beneran DIKURANGI but MAKANAN BERGIZI GRATIS saranku buat pemerintah berentiin program MBG program yang sangat ambisius itu #AdiliJokowi,Sat Feb 08 17:39:25 +0000 2025
@tlid_aura @Fahrihamzah Tpi ilmu utk bekal kehidupan sampai akhir hayat.. Sedangkan program MBG cuma dapatnya buang hajat..,Sat Feb 08 17:37:21 +0000 2025
@LH_265 @ElanggNusantara @ArjayaDirja @democrazymedia @psi Betul..pemeliharaan itu cuma pemanis nya aj..pdhl mmg bkl dstop itu pembangunn.. kan lg penghematan.. MBG itu berapa Trilyun sehari nya.. ya itu slh satunya..anggaran2 dinas dan kementrian jg kn bnyk dpangkas aplg buat IKN yg nggk terlalu penting jg,Sat Feb 08 17:36:42 +0000 2025
